date,equity,held,exposure,regime,base_target
2010-11-26,1.0,CASH,0.0,WARMUP,TQQQ
2010-11-29,1.0,CASH,0.0,WARMUP,TQQQ
2010-11-30,1.0,CASH,0.0,WARMUP,TQQQ
2010-12-01,1.0,CASH,0.0,WARMUP,TQQQ
2010-12-02,1.0,CASH,0.0,WARMUP,TQQQ
2010-12-03,1.0,CASH,0.0,WARMUP,TQQQ
2010-12-06,1.0,CASH,0.0,WARMUP,TQQQ
2010-12-07,1.0,CASH,0.0,WARMUP,TQQQ
2010-12-08,1.0,CASH,0.0,WARMUP,TQQQ
2010-12-09,1.0,CASH,0.0,WARMUP,TQQQ
2010-12-10,1.0,CASH,0.0,WARMUP,TQQQ
2010-12-13,1.0,CASH,0.0,WARMUP,TQQQ
2010-12-14,1.0,CASH,0.0,WARMUP,TQQQ
2010-12-15,1.0,CASH,0.0,WARMUP,TQQQ
2010-12-16,1.0,CASH,0.0,WARMUP,TQQQ
2010-12-17,1.0,CASH,0.0,WARMUP,TQQQ
2010-12-20,1.0,CASH,0.0,WARMUP,TQQQ
2010-12-21,1.0,CASH,0.0,WARMUP,TQQQ
2010-12-22,1.0,CASH,0.0,WARMUP,TQQQ
2010-12-23,1.0,CASH,0.0,WARMUP,TQQQ
2010-12-27,1.0,CASH,0.0,WARMUP,TQQQ
2010-12-28,1.0,CASH,0.0,WARMUP,TQQQ
2010-12-29,1.0,CASH,0.0,WARMUP,TQQQ
2010-12-30,1.0,CASH,0.0,WARMUP,TQQQ
2010-12-31,1.0,CASH,0.0,WARMUP,TQQQ
2011-01-03,1.0,CASH,0.0,WARMUP,SOXL
2011-01-04,1.0,CASH,0.0,WARMUP,SOXL
2011-01-05,1.0,CASH,0.0,WARMUP,SOXL
2011-01-06,1.0,CASH,0.0,WARMUP,SOXL
2011-01-07,1.0,CASH,0.0,WARMUP,SOXL
2011-01-10,1.0,CASH,0.0,WARMUP,SOXL
2011-01-11,1.0,CASH,0.0,WARMUP,SOXL
2011-01-12,1.0,CASH,0.0,WARMUP,SOXL
2011-01-13,1.0,CASH,0.0,WARMUP,SOXL
2011-01-14,1.0,CASH,0.0,WARMUP,SOXL
2011-01-18,1.0,CASH,0.0,WARMUP,SOXL
2011-01-19,1.0,CASH,0.0,WARMUP,SOXL
2011-01-20,1.0,CASH,0.0,WARMUP,SOXL
2011-01-21,1.0,CASH,0.0,WARMUP,SOXL
2011-01-24,1.0,CASH,0.0,WARMUP,SOXL
2011-01-25,1.0,CASH,0.0,WARMUP,SOXL
2011-01-26,1.0,CASH,0.0,WARMUP,SOXL
2011-01-27,1.0,CASH,0.0,WARMUP,SOXL
2011-01-28,1.0,CASH,0.0,WARMUP,SOXL
2011-01-31,1.0,CASH,0.0,WARMUP,SOXL
2011-02-01,1.0,CASH,0.0,WARMUP,SOXL
2011-02-02,1.0,CASH,0.0,WARMUP,SOXL
2011-02-03,1.001063883573185,SOXL,1.0,RISK_ON,SOXL
2011-02-04,1.0602980175282024,SOXL,1.0,RISK_ON,SOXL
2011-02-07,1.0493626338755977,SOXL,1.0,RISK_ON,SOXL
2011-02-08,1.0469317527313238,SOXL,1.0,RISK_ON,SOXL
2011-02-09,1.0270354645168294,SOXL,1.0,RISK_ON,SOXL
2011-02-10,1.0358453493042614,SOXL,1.0,RISK_ON,SOXL
2011-02-11,1.059539098392845,SOXL,1.0,RISK_ON,SOXL
2011-02-14,1.0836885332356616,SOXL,1.0,RISK_ON,SOXL
2011-02-15,1.0527042896122327,SOXL,1.0,RISK_ON,SOXL
2011-02-16,1.085966603857164,SOXL,1.0,RISK_ON,SOXL
2011-02-17,1.1338099071717853,SOXL,1.0,RISK_ON,SOXL
2011-02-18,1.1207473532889147,SOXL,1.0,RISK_ON,SOXL
2011-02-22,0.9872418136388521,SOXL,1.0,RISK_ON,SOXL
2011-02-23,0.934235126328041,SOXL,1.0,RISK_ON,SOXL
2011-02-24,0.980407124241461,SOXL,1.0,RISK_ON,SOXL
2011-02-25,1.0545264357130604,SOXL,1.0,RISK_ON,SOXL
2011-02-28,1.022631298114049,SOXL,1.0,RISK_ON,SOXL
2011-03-01,0.961574242067268,SOXL,1.0,RISK_ON,SOXL
2011-03-02,1.0025829156761088,SOXL,1.0,RISK_ON,SOXL
2011-03-03,1.060753822665656,SOXL,1.0,RISK_ON,SOXL
2011-03-04,1.0273391754308372,SOXL,1.0,RISK_ON,SOXL
2011-03-07,0.9422847190730748,SOXL,1.0,RISK_ON,SOXL
2011-03-08,0.947296844528365,SOXL,1.0,RISK_ON,SOXL
2011-03-09,0.8628495115405665,SOXL,1.0,RISK_ON,SOXL
2011-03-10,0.79754020423962,SOXL,1.0,RISK_ON,SOXL
2011-03-11,0.8188035497168135,SOXL,1.0,RISK_ON,SOXL
2011-03-14,0.8154618342885676,SOXL,1.0,RISK_ON,SOXL
2011-03-15,0.7858445882362275,SOXL,1.0,RISK_ON,SOXL
2011-03-16,0.7351159118553083,SOXL,1.0,RISK_ON,SOXL
2011-03-17,0.7619994612235234,SOXL,1.0,RISK_ON,SOXL
2011-03-18,0.7695933682143242,SOXL,1.0,RISK_ON,SOXL
2011-03-21,0.8093870190923013,SOXL,1.0,RISK_ON,SOXL
2011-03-22,0.7904010279372847,SOXL,1.0,RISK_ON,SOXL
2011-03-23,0.811816467637924,SOXL,1.0,RISK_ON,SOXL
2011-03-24,0.8716588591035039,SOXL,1.0,RISK_ON,SOXL
2011-03-25,0.8643686033351007,SOXL,1.0,RISK_ON,SOXL
2011-03-28,0.8684694169735354,SOXL,1.0,RISK_ON,SOXL
2011-03-29,0.8923154393603963,SOXL,1.0,RISK_ON,SOXL
2011-03-30,0.8952005139686416,SOXL,1.0,RISK_ON,SOXL
2011-03-31,0.8724181363885241,SOXL,1.0,RISK_ON,SOXL
2011-04-01,0.8737505458052937,TQQQ,1.0,RISK_ON,TQQQ
2011-04-04,0.8658584071187809,TQQQ,1.0,RISK_ON,TQQQ
2011-04-05,0.8560178589866579,TQQQ,1.0,RISK_ON,TQQQ
2011-04-06,0.8624752704422962,TQQQ,1.0,RISK_ON,TQQQ
2011-04-07,0.8622707579402167,TQQQ,1.0,RISK_ON,TQQQ
2011-04-08,0.849355996592005,TQQQ,1.0,RISK_ON,TQQQ
2011-04-11,0.8416668313309457,TQQQ,1.0,RISK_ON,TQQQ
2011-04-12,0.8250617951747398,TQQQ,1.0,RISK_ON,TQQQ
2011-04-13,0.8447428298759206,TQQQ,1.0,RISK_ON,TQQQ
2011-04-14,0.8401296015967713,TQQQ,1.0,RISK_ON,TQQQ
2011-04-15,0.834697584552523,TQQQ,1.0,RISK_ON,TQQQ
2011-04-18,0.8186045684082965,TQQQ,1.0,RISK_ON,TQQQ
2011-04-19,0.8333651751357533,TQQQ,1.0,RISK_ON,TQQQ
2011-04-20,0.8888202606823414,TQQQ,1.0,RISK_ON,TQQQ
2011-04-21,0.911370626719141,TQQQ,1.0,RISK_ON,TQQQ
2011-04-25,0.9181348684909639,TQQQ,1.0,RISK_ON,TQQQ
2011-04-26,0.9339208696298108,TQQQ,1.0,RISK_ON,TQQQ
2011-04-27,0.9532948277625471,TQQQ,1.0,RISK_ON,TQQQ
2011-04-28,0.9518602852208679,TQQQ,1.0,RISK_ON,TQQQ
2011-04-29,0.9472469338155883,TQQQ,1.0,RISK_ON,TQQQ
2011-05-02,0.9421221164659147,TQQQ,1.0,RISK_ON,TQQQ
2011-05-03,0.9279754166230869,TQQQ,1.0,RISK_ON,TQQQ
2011-05-04,0.9225437073941638,TQQQ,1.0,RISK_ON,TQQQ
2011-05-05,0.908705746322537,TQQQ,1.0,RISK_ON,TQQQ
2011-05-06,0.9165978850090498,TQQQ,1.0,RISK_ON,TQQQ
2011-05-09,0.9265406278291475,TQQQ,1.0,RISK_ON,TQQQ
2011-05-10,0.9503232401758885,TQQQ,1.0,RISK_ON,TQQQ
2011-05-11,0.9298213235653972,TQQQ,1.0,RISK_ON,TQQQ
2011-05-12,0.9462216009672633,TQQQ,1.0,RISK_ON,TQQQ
2011-05-13,0.9127030361359108,TQQQ,1.0,RISK_ON,TQQQ
2011-05-16,0.8652425302160702,TQQQ,1.0,RISK_ON,TQQQ
2011-05-17,0.8723158185744191,TQQQ,1.0,RISK_ON,TQQQ
2011-05-18,0.8935337751944492,TQQQ,1.0,RISK_ON,TQQQ
2011-05-19,0.9012230020185736,TQQQ,1.0,RISK_ON,TQQQ
2011-05-20,0.8813375163783782,TQQQ,1.0,RISK_ON,TQQQ
2011-05-23,0.84310143543569,TQQQ,1.0,RISK_ON,TQQQ
2011-05-24,0.8272149018116247,TQQQ,1.0,RISK_ON,TQQQ
2011-05-25,0.8364393883518421,TQQQ,1.0,RISK_ON,TQQQ
2011-05-26,0.852123133239649,TQQQ,1.0,RISK_ON,TQQQ
2011-05-27,0.8648330742704559,TQQQ,1.0,RISK_ON,TQQQ
2011-05-31,0.9064503834346123,TQQQ,1.0,RISK_ON,TQQQ
2011-06-01,0.8485352378088247,TQQQ,1.0,RISK_ON,TQQQ
2011-06-02,0.8534555426564187,TQQQ,1.0,RISK_ON,TQQQ
2011-06-03,0.8147077495170763,TQQQ,1.0,RISK_ON,TQQQ
2011-06-06,0.7950267148158954,TQQQ,1.0,RISK_ON,TQQQ
2011-06-07,0.7950267148158954,CASH,0.0,CASH,TQQQ
2011-06-08,0.7950267148158954,CASH,0.0,CASH,TQQQ
2011-06-09,0.7950267148158954,CASH,0.0,CASH,TQQQ
2011-06-10,0.7950267148158954,CASH,0.0,CASH,TQQQ
2011-06-13,0.7950267148158954,CASH,0.0,CASH,TQQQ
2011-06-14,0.7950267148158954,CASH,0.0,CASH,TQQQ
2011-06-15,0.7950267148158954,CASH,0.0,CASH,TQQQ
2011-06-16,0.7950267148158954,CASH,0.0,CASH,TQQQ
2011-06-17,0.7950267148158954,CASH,0.0,CASH,TQQQ
2011-06-20,0.7950267148158954,CASH,0.0,CASH,TQQQ
2011-06-21,0.7950267148158954,CASH,0.0,CASH,TQQQ
2011-06-22,0.7950267148158954,CASH,0.0,CASH,TQQQ
2011-06-23,0.7950267148158954,CASH,0.0,CASH,TQQQ
2011-06-24,0.7950267148158954,CASH,0.0,CASH,TQQQ
2011-06-27,0.7950267148158954,CASH,0.0,CASH,TQQQ
2011-06-28,0.7950267148158954,CASH,0.0,CASH,TQQQ
2011-06-29,0.7950267148158954,CASH,0.0,CASH,TQQQ
2011-06-30,0.7950267148158954,CASH,0.0,CASH,TQQQ
2011-07-01,0.8318635696197413,TQQQ,1.0,RISK_ON,TQQQ
2011-07-05,0.8438515680496669,TQQQ,1.0,RISK_ON,TQQQ
2011-07-06,0.8528437282072813,TQQQ,1.0,RISK_ON,TQQQ
2011-07-07,0.8873601192071596,TQQQ,1.0,RISK_ON,TQQQ
2011-07-08,0.8800127580513764,TQQQ,1.0,RISK_ON,TQQQ
2011-07-11,0.8328307295496467,TQQQ,1.0,RISK_ON,TQQQ
2011-07-12,0.8125262357642428,TQQQ,1.0,RISK_ON,TQQQ
2011-07-13,0.8233560346287327,TQQQ,1.0,RISK_ON,TQQQ
2011-07-14,0.7950267148158954,TQQQ,1.0,RISK_ON,TQQQ
2011-07-15,0.8266436002958472,TQQQ,1.0,RISK_ON,TQQQ
2011-07-18,0.8130106867305733,TQQQ,1.0,RISK_ON,TQQQ
2011-07-19,0.8703431910888701,TQQQ,1.0,RISK_ON,TQQQ
2011-07-20,0.8581619464865908,TQQQ,1.0,RISK_ON,TQQQ
2011-07-21,0.8755649024155198,TQQQ,1.0,RISK_ON,TQQQ
2011-07-22,0.9027322483236178,TQQQ,1.0,RISK_ON,TQQQ
2011-07-25,0.8974156559135468,TQQQ,1.0,RISK_ON,TQQQ
2011-07-26,0.9023462205129783,TQQQ,1.0,RISK_ON,TQQQ
2011-07-27,0.8338942802986948,TQQQ,1.0,RISK_ON,TQQQ
2011-07-28,0.8383421359345515,TQQQ,1.0,RISK_ON,TQQQ
2011-07-29,0.8302207448876997,TQQQ,1.0,RISK_ON,TQQQ
2011-08-01,0.8190048020790532,TQQQ,1.0,RISK_ON,TQQQ
2011-08-02,0.7568365561379877,TQQQ,1.0,RISK_ON,TQQQ
2011-08-03,0.7568365561379877,CASH,0.0,CASH,TQQQ
2011-08-04,0.7568365561379877,CASH,0.0,CASH,TQQQ
2011-08-05,0.7568365561379877,CASH,0.0,CASH,TQQQ
2011-08-08,0.7568365561379877,CASH,0.0,CASH,TQQQ
2011-08-09,0.8086638540762789,TQQQ,0.5,DEEP_DCA,TQQQ
2011-08-10,0.7609750510035946,TQQQ,0.5,DEEP_DCA,TQQQ
2011-08-11,0.8098165214907158,TQQQ,0.5,DEEP_DCA,TQQQ
2011-08-12,0.820117539389582,TQQQ,0.5,DEEP_DCA,TQQQ
2011-08-15,0.820117539389582,CASH,0.0,CASH,TQQQ
2011-08-16,0.820117539389582,CASH,0.0,CASH,TQQQ
2011-08-17,0.820117539389582,CASH,0.0,CASH,TQQQ
2011-08-18,0.820117539389582,CASH,0.0,CASH,TQQQ
2011-08-19,0.7971311086213198,TQQQ,0.5,DEEP_DCA,TQQQ
2011-08-22,0.8007080912584847,TQQQ,0.5,DEEP_DCA,TQQQ
2011-08-23,0.8502606611909788,TQQQ,0.5,DEEP_DCA,TQQQ
2011-08-24,0.8602844406263414,TQQQ,0.5,DEEP_DCA,TQQQ
2011-08-25,0.8396186835920415,TQQQ,0.5,DEEP_DCA,TQQQ
2011-08-26,0.8699472630890048,TQQQ,0.5,DEEP_DCA,TQQQ
2011-08-29,0.9069662534526438,TQQQ,0.5,DEEP_DCA,TQQQ
2011-08-30,0.9069662534526438,CASH,0.0,CASH,TQQQ
2011-08-31,0.9069662534526438,CASH,0.0,CASH,TQQQ
2011-09-01,0.9069662534526438,CASH,0.0,CASH,TQQQ
2011-09-02,0.9069662534526438,CASH,0.0,CASH,TQQQ
2011-09-06,0.9068936280301575,TQQQ,0.5,DEEP_DCA,TQQQ
2011-09-07,0.9411771868215608,TQQQ,0.5,DEEP_DCA,TQQQ
2011-09-08,0.9411771868215608,CASH,0.0,CASH,TQQQ
2011-09-09,0.9411771868215608,CASH,0.0,CASH,TQQQ
2011-09-12,0.9588255920355839,TQQQ,0.5,DEEP_DCA,TQQQ
2011-09-13,0.9588255920355839,CASH,0.0,CASH,TQQQ
2011-09-14,0.9588255920355839,CASH,0.0,CASH,TQQQ
2011-09-15,0.9588255920355839,CASH,0.0,CASH,TQQQ
2011-09-16,0.9588255920355839,CASH,0.0,CASH,TQQQ
2011-09-19,0.9588255920355839,CASH,0.0,CASH,TQQQ
2011-09-20,0.9588255920355839,CASH,0.0,CASH,TQQQ
2011-09-21,0.9588255920355839,CASH,0.0,CASH,TQQQ
2011-09-22,0.9588255920355839,CASH,0.0,CASH,TQQQ
2011-09-23,0.9737734112586794,TQQQ,0.5,DEEP_DCA,TQQQ
2011-09-26,0.9737734112586794,CASH,0.0,CASH,TQQQ
2011-09-27,0.9737734112586794,CASH,0.0,CASH,TQQQ
2011-09-28,0.9737734112586794,CASH,0.0,CASH,TQQQ
2011-09-29,0.9737734112586794,CASH,0.0,CASH,TQQQ
2011-09-30,0.9737734112586794,CASH,0.0,CASH,TQQQ
2011-10-03,0.9356129975024562,TQQQ,0.5,DEEP_DCA,TQQQ
2011-10-04,0.9640780853025543,TQQQ,0.5,DEEP_DCA,TQQQ
2011-10-05,1.0007229397877315,TQQQ,0.5,DEEP_DCA,TQQQ
2011-10-06,1.0264325181603056,TQQQ,0.5,DEEP_DCA,TQQQ
2011-10-07,1.0264325181603056,CASH,0.0,CASH,TQQQ
2011-10-10,1.0264325181603056,CASH,0.0,CASH,TQQQ
2011-10-11,1.0264325181603056,CASH,0.0,CASH,TQQQ
2011-10-12,1.0264325181603056,CASH,0.0,CASH,TQQQ
2011-10-13,1.05398786800298,TQQQ,1.0,RISK_ON,TQQQ
2011-10-14,1.112038814238341,TQQQ,1.0,RISK_ON,TQQQ
2011-10-17,1.0605623631244814,TQQQ,1.0,RISK_ON,TQQQ
2011-10-18,1.099029279673301,TQQQ,1.0,RISK_ON,TQQQ
2011-10-19,1.0356634759281098,TQQQ,1.0,RISK_ON,TQQQ
2011-10-20,1.0225143176662177,TQQQ,1.0,RISK_ON,TQQQ
2011-10-21,1.0588836023939203,TQQQ,1.0,RISK_ON,TQQQ
2011-10-24,1.1250452404539324,TQQQ,1.0,RISK_ON,TQQQ
2011-10-25,1.0612607336370745,TQQQ,1.0,RISK_ON,TQQQ
2011-10-26,1.0570654699948412,TQQQ,1.0,RISK_ON,TQQQ
2011-10-27,1.1422523909256534,TQQQ,1.0,RISK_ON,TQQQ
2011-10-28,1.1460285314489973,TQQQ,1.0,RISK_ON,TQQQ
2011-10-31,1.0892372228253075,TQQQ,1.0,RISK_ON,TQQQ
2011-11-01,1.0048909844061664,TQQQ,1.0,RISK_ON,TQQQ
2011-11-02,1.0296475596034604,TQQQ,1.0,RISK_ON,TQQQ
2011-11-03,1.0923149928360583,TQQQ,1.0,RISK_ON,TQQQ
2011-11-04,1.0753900300886006,TQQQ,1.0,RISK_ON,TQQQ
2011-11-07,1.09930844305756,TQQQ,1.0,RISK_ON,TQQQ
2011-11-08,1.1359572272073002,TQQQ,1.0,RISK_ON,TQQQ
2011-11-09,1.018458845739725,TQQQ,1.0,RISK_ON,TQQQ
2011-11-10,1.014261229833044,TQQQ,1.0,RISK_ON,TQQQ
2011-11-11,1.071192078144141,TQQQ,1.0,RISK_ON,TQQQ
2011-11-14,1.0530073937755675,TQQQ,1.0,RISK_ON,TQQQ
2011-11-15,1.086860343610487,TQQQ,1.0,RISK_ON,TQQQ
2011-11-16,1.0332865127038442,TQQQ,1.0,RISK_ON,TQQQ
2011-11-17,0.9622261999223322,TQQQ,1.0,RISK_ON,TQQQ
2011-11-18,0.9622261999223322,CASH,0.0,CASH,TQQQ
2011-11-21,0.9622261999223322,CASH,0.0,CASH,TQQQ
2011-11-22,0.9622261999223322,CASH,0.0,CASH,TQQQ
2011-11-23,0.9622261999223322,CASH,0.0,CASH,TQQQ
2011-11-25,0.9513197369950745,TQQQ,0.5,DEEP_DCA,TQQQ
2011-11-28,1.0004385351551315,TQQQ,0.5,DEEP_DCA,TQQQ
2011-11-29,1.0004385351551315,CASH,0.0,CASH,TQQQ
2011-11-30,1.0004385351551315,CASH,0.0,CASH,TQQQ
2011-12-01,1.0004385351551315,CASH,0.0,CASH,TQQQ
2011-12-02,0.9909190994446531,TQQQ,1.0,RISK_ON,TQQQ
2011-12-05,1.0233934800785418,TQQQ,1.0,RISK_ON,TQQQ
2011-12-06,1.015556372932448,TQQQ,1.0,RISK_ON,TQQQ
2011-12-07,1.0170961184552454,TQQQ,1.0,RISK_ON,TQQQ
2011-12-08,0.9653031648795511,TQQQ,1.0,RISK_ON,TQQQ
2011-12-09,1.011076020317299,TQQQ,1.0,RISK_ON,TQQQ
2011-12-12,0.9779000739510738,TQQQ,1.0,RISK_ON,TQQQ
2011-12-13,0.9448668787668147,TQQQ,1.0,RISK_ON,TQQQ
2011-12-14,0.9448668787668147,CASH,0.0,CASH,TQQQ
2011-12-15,0.9448668787668147,CASH,0.0,CASH,TQQQ
2011-12-16,0.9448668787668147,CASH,0.0,CASH,TQQQ
2011-12-19,0.9448668787668147,CASH,0.0,CASH,TQQQ
2011-12-20,0.9448668787668147,CASH,0.0,CASH,TQQQ
2011-12-21,0.9448668787668147,CASH,0.0,CASH,TQQQ
2011-12-22,0.9448668787668147,CASH,0.0,CASH,TQQQ
2011-12-23,0.9448668787668147,CASH,0.0,CASH,TQQQ
2011-12-27,0.9448668787668147,CASH,0.0,CASH,TQQQ
2011-12-28,0.914535291228284,TQQQ,1.0,RISK_ON,TQQQ
2011-12-29,0.9323530302020329,TQQQ,1.0,RISK_ON,TQQQ
2011-12-30,0.9247383981961329,TQQQ,1.0,RISK_ON,TQQQ
2012-01-03,0.9773737720436914,TQQQ,1.0,RISK_ON,TQQQ
2012-01-04,0.9890703493387717,TQQQ,1.0,RISK_ON,TQQQ
2012-01-05,1.0134163744297888,TQQQ,1.0,RISK_ON,TQQQ
2012-01-06,1.0238879842125812,TQQQ,1.0,RISK_ON,TQQQ
2012-01-09,1.0153200732744059,TQQQ,1.0,RISK_ON,TQQQ
2012-01-10,1.036130389256202,TQQQ,1.0,RISK_ON,TQQQ
2012-01-11,1.043337896823502,TQQQ,1.0,RISK_ON,TQQQ
2012-01-12,1.0557160644708454,TQQQ,1.0,RISK_ON,TQQQ
2012-01-13,1.0436093403446633,TQQQ,1.0,RISK_ON,TQQQ
2012-01-17,1.0716296961685583,TQQQ,1.0,RISK_ON,TQQQ
2012-01-18,1.1142009114170595,TQQQ,1.0,RISK_ON,TQQQ
2012-01-19,1.1365049427849385,TQQQ,1.0,RISK_ON,TQQQ
2012-01-20,1.1314728226422681,TQQQ,1.0,RISK_ON,TQQQ
2012-01-23,1.1313369783522618,TQQQ,1.0,RISK_ON,TQQQ
2012-01-24,1.1250800540698709,TQQQ,1.0,RISK_ON,TQQQ
2012-01-25,1.168061252776906,TQQQ,1.0,RISK_ON,TQQQ
2012-01-26,1.1556833301884144,TQQQ,1.0,RISK_ON,TQQQ
2012-01-27,1.1671081372171983,TQQQ,1.0,RISK_ON,TQQQ
2012-01-30,1.1690117543755314,TQQQ,1.0,RISK_ON,TQQQ
