date,equity,held,exposure,regime,base_target
2010-11-26,1.0,CASH,0.0,WARMUP,TQQQ
2010-11-29,1.0,CASH,0.0,WARMUP,TQQQ
2010-11-30,1.0,CASH,0.0,WARMUP,TQQQ
2010-12-01,1.0,CASH,0.0,WARMUP,TQQQ
2010-12-02,1.0,CASH,0.0,WARMUP,TQQQ
2010-12-03,1.0,CASH,0.0,WARMUP,TQQQ
2010-12-06,1.0,CASH,0.0,WARMUP,TQQQ
2010-12-07,1.0,CASH,0.0,WARMUP,TQQQ
2010-12-08,1.0,CASH,0.0,WARMUP,TQQQ
2010-12-09,1.0,CASH,0.0,WARMUP,TQQQ
2010-12-10,1.0,CASH,0.0,WARMUP,TQQQ
2010-12-13,1.0,CASH,0.0,WARMUP,TQQQ
2010-12-14,1.0,CASH,0.0,WARMUP,TQQQ
2010-12-15,1.0,CASH,0.0,WARMUP,TQQQ
2010-12-16,1.0,CASH,0.0,WARMUP,TQQQ
2010-12-17,1.0,CASH,0.0,WARMUP,TQQQ
2010-12-20,1.0,CASH,0.0,WARMUP,TQQQ
2010-12-21,1.0,CASH,0.0,WARMUP,TQQQ
2010-12-22,1.0,CASH,0.0,WARMUP,TQQQ
2010-12-23,1.0,CASH,0.0,WARMUP,TQQQ
2010-12-27,1.0,CASH,0.0,WARMUP,TQQQ
2010-12-28,1.0,CASH,0.0,WARMUP,TQQQ
2010-12-29,1.0,CASH,0.0,WARMUP,TQQQ
2010-12-30,1.0,CASH,0.0,WARMUP,TQQQ
2010-12-31,1.0,CASH,0.0,WARMUP,TQQQ
2011-01-03,1.0,CASH,0.0,WARMUP,SOXL
2011-01-04,1.0,CASH,0.0,WARMUP,SOXL
2011-01-05,1.0,CASH,0.0,WARMUP,SOXL
2011-01-06,1.0,CASH,0.0,WARMUP,SOXL
2011-01-07,1.0,CASH,0.0,WARMUP,SOXL
2011-01-10,1.0,CASH,0.0,WARMUP,SOXL
2011-01-11,1.0,CASH,0.0,WARMUP,SOXL
2011-01-12,1.0,CASH,0.0,WARMUP,SOXL
2011-01-13,1.0,CASH,0.0,WARMUP,SOXL
2011-01-14,1.0,CASH,0.0,WARMUP,SOXL
2011-01-18,1.0,CASH,0.0,WARMUP,SOXL
2011-01-19,1.0,CASH,0.0,WARMUP,SOXL
2011-01-20,1.0,CASH,0.0,WARMUP,SOXL
2011-01-21,1.0,CASH,0.0,WARMUP,SOXL
2011-01-24,1.0,CASH,0.0,WARMUP,SOXL
2011-01-25,1.0,CASH,0.0,WARMUP,SOXL
2011-01-26,1.0,CASH,0.0,WARMUP,SOXL
2011-01-27,1.0,CASH,0.0,WARMUP,SOXL
2011-01-28,1.0,CASH,0.0,WARMUP,SOXL
2011-01-31,1.0,CASH,0.0,WARMUP,SOXL
2011-02-01,1.0,CASH,0.0,WARMUP,SOXL
2011-02-02,1.0,CASH,0.0,WARMUP,SOXL
2011-02-03,1.001063883573185,SOXL,1.0,RISK_ON,SOXL
2011-02-04,1.0602980175282024,SOXL,1.0,RISK_ON,SOXL
2011-02-07,1.0493626338755977,SOXL,1.0,RISK_ON,SOXL
2011-02-08,1.0469317527313238,SOXL,1.0,RISK_ON,SOXL
2011-02-09,1.0270354645168294,SOXL,1.0,RISK_ON,SOXL
2011-02-10,1.0358453493042614,SOXL,1.0,RISK_ON,SOXL
2011-02-11,1.059539098392845,SOXL,1.0,RISK_ON,SOXL
2011-02-14,1.0836885332356616,SOXL,1.0,RISK_ON,SOXL
2011-02-15,1.0527042896122327,SOXL,1.0,RISK_ON,SOXL
2011-02-16,1.085966603857164,SOXL,1.0,RISK_ON,SOXL
2011-02-17,1.1338099071717853,SOXL,1.0,RISK_ON,SOXL
2011-02-18,1.1207473532889147,SOXL,1.0,RISK_ON,SOXL
2011-02-22,0.9872418136388521,SOXL,1.0,RISK_ON,SOXL
2011-02-23,0.934235126328041,SOXL,1.0,RISK_ON,SOXL
2011-02-24,0.980407124241461,SOXL,1.0,RISK_ON,SOXL
2011-02-25,1.0545264357130604,SOXL,1.0,RISK_ON,SOXL
2011-02-28,1.022631298114049,SOXL,1.0,RISK_ON,SOXL
2011-03-01,0.961574242067268,SOXL,1.0,RISK_ON,SOXL
2011-03-02,1.0025829156761088,SOXL,1.0,RISK_ON,SOXL
2011-03-03,1.060753822665656,SOXL,1.0,RISK_ON,SOXL
2011-03-04,1.0273391754308372,SOXL,1.0,RISK_ON,SOXL
2011-03-07,0.9422847190730748,SOXL,1.0,RISK_ON,SOXL
2011-03-08,0.947296844528365,SOXL,1.0,RISK_ON,SOXL
2011-03-09,0.8628495115405665,SOXL,1.0,RISK_ON,SOXL
2011-03-10,0.79754020423962,SOXL,1.0,RISK_ON,SOXL
2011-03-11,0.8188035497168135,SOXL,1.0,RISK_ON,SOXL
2011-03-14,0.8154618342885676,SOXL,1.0,RISK_ON,SOXL
2011-03-15,0.7858445882362275,SOXL,1.0,RISK_ON,SOXL
2011-03-16,0.7351159118553083,SOXL,1.0,RISK_ON,SOXL
2011-03-17,0.7619994612235234,SOXL,1.0,RISK_ON,SOXL
2011-03-18,0.7695933682143242,SOXL,1.0,RISK_ON,SOXL
2011-03-21,0.8093870190923013,SOXL,1.0,RISK_ON,SOXL
2011-03-22,0.7904010279372847,SOXL,1.0,RISK_ON,SOXL
2011-03-23,0.811816467637924,SOXL,1.0,RISK_ON,SOXL
2011-03-24,0.8716588591035039,SOXL,1.0,RISK_ON,SOXL
2011-03-25,0.8643686033351007,SOXL,1.0,RISK_ON,SOXL
2011-03-28,0.8684694169735354,SOXL,1.0,RISK_ON,SOXL
2011-03-29,0.8923154393603963,SOXL,1.0,RISK_ON,SOXL
2011-03-30,0.8952005139686416,SOXL,1.0,RISK_ON,SOXL
2011-03-31,0.8724181363885241,SOXL,1.0,RISK_ON,SOXL
2011-04-01,0.8737505458052937,TQQQ,1.0,RISK_ON,TQQQ
2011-04-04,0.8658584071187809,TQQQ,1.0,RISK_ON,TQQQ
2011-04-05,0.8560178589866579,TQQQ,1.0,RISK_ON,TQQQ
2011-04-06,0.8624752704422962,TQQQ,1.0,RISK_ON,TQQQ
2011-04-07,0.8622707579402167,TQQQ,1.0,RISK_ON,TQQQ
2011-04-08,0.849355996592005,TQQQ,1.0,RISK_ON,TQQQ
2011-04-11,0.8416668313309457,TQQQ,1.0,RISK_ON,TQQQ
2011-04-12,0.8250617951747398,TQQQ,1.0,RISK_ON,TQQQ
2011-04-13,0.8447428298759206,TQQQ,1.0,RISK_ON,TQQQ
2011-04-14,0.8401296015967713,TQQQ,1.0,RISK_ON,TQQQ
2011-04-15,0.834697584552523,TQQQ,1.0,RISK_ON,TQQQ
2011-04-18,0.8186045684082965,TQQQ,1.0,RISK_ON,TQQQ
2011-04-19,0.8333651751357533,TQQQ,1.0,RISK_ON,TQQQ
2011-04-20,0.8888202606823414,TQQQ,1.0,RISK_ON,TQQQ
2011-04-21,0.911370626719141,TQQQ,1.0,RISK_ON,TQQQ
2011-04-25,0.9181348684909639,TQQQ,1.0,RISK_ON,TQQQ
2011-04-26,0.9339208696298108,TQQQ,1.0,RISK_ON,TQQQ
2011-04-27,0.9532948277625471,TQQQ,1.0,RISK_ON,TQQQ
2011-04-28,0.9518602852208679,TQQQ,1.0,RISK_ON,TQQQ
2011-04-29,0.9472469338155883,TQQQ,1.0,RISK_ON,TQQQ
2011-05-02,0.9421221164659147,TQQQ,1.0,RISK_ON,TQQQ
2011-05-03,0.9279754166230869,TQQQ,1.0,RISK_ON,TQQQ
2011-05-04,0.9225437073941638,TQQQ,1.0,RISK_ON,TQQQ
2011-05-05,0.908705746322537,TQQQ,1.0,RISK_ON,TQQQ
2011-05-06,0.9165978850090498,TQQQ,1.0,RISK_ON,TQQQ
2011-05-09,0.9265406278291475,TQQQ,1.0,RISK_ON,TQQQ
2011-05-10,0.9503232401758885,TQQQ,1.0,RISK_ON,TQQQ
2011-05-11,0.9298213235653972,TQQQ,1.0,RISK_ON,TQQQ
2011-05-12,0.9462216009672633,TQQQ,1.0,RISK_ON,TQQQ
2011-05-13,0.9127030361359108,TQQQ,1.0,RISK_ON,TQQQ
2011-05-16,0.8652425302160702,TQQQ,1.0,RISK_ON,TQQQ
2011-05-17,0.8723158185744191,TQQQ,1.0,RISK_ON,TQQQ
2011-05-18,0.8935337751944492,TQQQ,1.0,RISK_ON,TQQQ
2011-05-19,0.9012230020185736,TQQQ,1.0,RISK_ON,TQQQ
2011-05-20,0.8813375163783782,TQQQ,1.0,RISK_ON,TQQQ
2011-05-23,0.84310143543569,TQQQ,1.0,RISK_ON,TQQQ
2011-05-24,0.8272149018116247,TQQQ,1.0,RISK_ON,TQQQ
2011-05-25,0.8364393883518421,TQQQ,1.0,RISK_ON,TQQQ
2011-05-26,0.852123133239649,TQQQ,1.0,RISK_ON,TQQQ
2011-05-27,0.8648330742704559,TQQQ,1.0,RISK_ON,TQQQ
2011-05-31,0.9064503834346123,TQQQ,1.0,RISK_ON,TQQQ
2011-06-01,0.8485352378088247,TQQQ,1.0,RISK_ON,TQQQ
2011-06-02,0.8534555426564187,TQQQ,1.0,RISK_ON,TQQQ
2011-06-03,0.8147077495170763,TQQQ,1.0,RISK_ON,TQQQ
2011-06-06,0.7950267148158954,TQQQ,1.0,RISK_ON,TQQQ
2011-06-07,0.7950267148158954,CASH,0.0,CASH,TQQQ
2011-06-08,0.7950267148158954,CASH,0.0,CASH,TQQQ
2011-06-09,0.7950267148158954,CASH,0.0,CASH,TQQQ
2011-06-10,0.7950267148158954,CASH,0.0,CASH,TQQQ
2011-06-13,0.7950267148158954,CASH,0.0,CASH,TQQQ
2011-06-14,0.7950267148158954,CASH,0.0,CASH,TQQQ
2011-06-15,0.7950267148158954,CASH,0.0,CASH,TQQQ
2011-06-16,0.7950267148158954,CASH,0.0,CASH,TQQQ
2011-06-17,0.7950267148158954,CASH,0.0,CASH,TQQQ
2011-06-20,0.7950267148158954,CASH,0.0,CASH,TQQQ
2011-06-21,0.7950267148158954,CASH,0.0,CASH,TQQQ
2011-06-22,0.7950267148158954,CASH,0.0,CASH,TQQQ
2011-06-23,0.7950267148158954,CASH,0.0,CASH,TQQQ
2011-06-24,0.7950267148158954,CASH,0.0,CASH,TQQQ
2011-06-27,0.7950267148158954,CASH,0.0,CASH,TQQQ
2011-06-28,0.7950267148158954,CASH,0.0,CASH,TQQQ
2011-06-29,0.7950267148158954,CASH,0.0,CASH,TQQQ
2011-06-30,0.7950267148158954,CASH,0.0,CASH,TQQQ
2011-07-01,0.8318635696197413,TQQQ,1.0,RISK_ON,TQQQ
2011-07-05,0.8438515680496669,TQQQ,1.0,RISK_ON,TQQQ
2011-07-06,0.8528437282072813,TQQQ,1.0,RISK_ON,TQQQ
2011-07-07,0.8873601192071596,TQQQ,1.0,RISK_ON,TQQQ
2011-07-08,0.8800127580513764,TQQQ,1.0,RISK_ON,TQQQ
2011-07-11,0.8328307295496467,TQQQ,1.0,RISK_ON,TQQQ
2011-07-12,0.8125262357642428,TQQQ,1.0,RISK_ON,TQQQ
2011-07-13,0.8233560346287327,TQQQ,1.0,RISK_ON,TQQQ
2011-07-14,0.7950267148158954,TQQQ,1.0,RISK_ON,TQQQ
2011-07-15,0.8266436002958472,TQQQ,1.0,RISK_ON,TQQQ
2011-07-18,0.8130106867305733,TQQQ,1.0,RISK_ON,TQQQ
2011-07-19,0.8703431910888701,TQQQ,1.0,RISK_ON,TQQQ
2011-07-20,0.8581619464865908,TQQQ,1.0,RISK_ON,TQQQ
2011-07-21,0.8755649024155198,TQQQ,1.0,RISK_ON,TQQQ
2011-07-22,0.9027322483236178,TQQQ,1.0,RISK_ON,TQQQ
2011-07-25,0.8974156559135468,TQQQ,1.0,RISK_ON,TQQQ
2011-07-26,0.9023462205129783,TQQQ,1.0,RISK_ON,TQQQ
2011-07-27,0.8338942802986948,TQQQ,1.0,RISK_ON,TQQQ
2011-07-28,0.8383421359345515,TQQQ,1.0,RISK_ON,TQQQ
2011-07-29,0.8302207448876997,TQQQ,1.0,RISK_ON,TQQQ
2011-08-01,0.8190048020790532,TQQQ,1.0,RISK_ON,TQQQ
2011-08-02,0.7568365561379877,TQQQ,1.0,RISK_ON,TQQQ
2011-08-03,0.7568365561379877,CASH,0.0,CASH,TQQQ
2011-08-04,0.7568365561379877,CASH,0.0,CASH,TQQQ
2011-08-05,0.7568365561379877,CASH,0.0,CASH,TQQQ
2011-08-08,0.7568365561379877,CASH,0.0,CASH,TQQQ
2011-08-09,0.8262851353752978,TQQQ,0.67,DEEP_DCA,TQQQ
2011-08-10,0.7609896537835487,TQQQ,0.67,DEEP_DCA,TQQQ
2011-08-11,0.8264384801466768,TQQQ,0.67,DEEP_DCA,TQQQ
2011-08-12,0.8405251662657082,TQQQ,0.67,DEEP_DCA,TQQQ
2011-08-15,0.8405251662657082,CASH,0.0,CASH,TQQQ
2011-08-16,0.8405251662657082,CASH,0.0,CASH,TQQQ
2011-08-17,0.8405251662657082,CASH,0.0,CASH,TQQQ
2011-08-18,0.8405251662657082,CASH,0.0,CASH,TQQQ
2011-08-19,0.8089568833006137,TQQQ,0.67,DEEP_DCA,TQQQ
2011-08-22,0.8138211485270118,TQQQ,0.67,DEEP_DCA,TQQQ
2011-08-23,0.8813090207645338,TQQQ,0.67,DEEP_DCA,TQQQ
2011-08-24,0.8952313669813529,TQQQ,0.67,DEEP_DCA,TQQQ
2011-08-25,0.8664143289397158,TQQQ,0.67,DEEP_DCA,TQQQ
2011-08-26,0.9083516225356429,TQQQ,0.67,DEEP_DCA,TQQQ
2011-08-29,0.9601469327344905,TQQQ,0.67,DEEP_DCA,TQQQ
2011-08-30,0.9601469327344905,CASH,0.0,CASH,TQQQ
2011-08-31,0.9601469327344905,CASH,0.0,CASH,TQQQ
2011-09-01,0.9601469327344905,CASH,0.0,CASH,TQQQ
2011-09-02,0.9601469327344905,CASH,0.0,CASH,TQQQ
2011-09-06,0.9600439083470447,TQQQ,0.67,DEEP_DCA,TQQQ
2011-09-07,1.008676279128116,TQQQ,0.67,DEEP_DCA,TQQQ
2011-09-08,1.008676279128116,CASH,0.0,CASH,TQQQ
2011-09-09,1.008676279128116,CASH,0.0,CASH,TQQQ
2011-09-12,1.0340211849090182,TQQQ,0.67,DEEP_DCA,TQQQ
2011-09-13,1.0340211849090182,CASH,0.0,CASH,TQQQ
2011-09-14,1.0340211849090182,CASH,0.0,CASH,TQQQ
2011-09-15,1.0340211849090182,CASH,0.0,CASH,TQQQ
2011-09-16,1.0340211849090182,CASH,0.0,CASH,TQQQ
2011-09-19,1.0340211849090182,CASH,0.0,CASH,TQQQ
2011-09-20,1.0340211849090182,CASH,0.0,CASH,TQQQ
2011-09-21,1.0340211849090182,CASH,0.0,CASH,TQQQ
2011-09-22,1.0340211849090182,CASH,0.0,CASH,TQQQ
2011-09-23,1.0556221151617835,TQQQ,0.67,DEEP_DCA,TQQQ
2011-09-26,1.0556221151617835,CASH,0.0,CASH,TQQQ
2011-09-27,1.0556221151617835,CASH,0.0,CASH,TQQQ
2011-09-28,1.0556221151617835,CASH,0.0,CASH,TQQQ
2011-09-29,1.0556221151617835,CASH,0.0,CASH,TQQQ
2011-09-30,1.0556221151617835,CASH,0.0,CASH,TQQQ
2011-10-03,1.0001891077151635,TQQQ,0.67,DEEP_DCA,TQQQ
2011-10-04,1.0409649743723284,TQQQ,0.67,DEEP_DCA,TQQQ
2011-10-05,1.0939852163970318,TQQQ,0.67,DEEP_DCA,TQQQ
2011-10-06,1.1316466936202743,TQQQ,0.67,DEEP_DCA,TQQQ
2011-10-07,1.1316466936202743,CASH,0.0,CASH,TQQQ
2011-10-10,1.1316466936202743,CASH,0.0,CASH,TQQQ
2011-10-11,1.1316466936202743,CASH,0.0,CASH,TQQQ
2011-10-12,1.1316466936202743,CASH,0.0,CASH,TQQQ
2011-10-13,1.1620265968182966,TQQQ,1.0,RISK_ON,TQQQ
2011-10-14,1.2260280389067817,TQQQ,1.0,RISK_ON,TQQQ
2011-10-17,1.1692750087059136,TQQQ,1.0,RISK_ON,TQQQ
2011-10-18,1.2116849656744049,TQQQ,1.0,RISK_ON,TQQQ
2011-10-19,1.1418238681076989,TQQQ,1.0,RISK_ON,TQQQ
2011-10-20,1.127326859090847,TQQQ,1.0,RISK_ON,TQQQ
2011-10-21,1.1674241670806658,TQQQ,1.0,RISK_ON,TQQQ
2011-10-24,1.2403676851692271,TQQQ,1.0,RISK_ON,TQQQ
2011-10-25,1.1700449654907146,TQQQ,1.0,RISK_ON,TQQQ
2011-10-26,1.1654196675333701,TQQQ,1.0,RISK_ON,TQQQ
2011-10-27,1.259338649741599,TQQQ,1.0,RISK_ON,TQQQ
2011-10-28,1.263501862483092,TQQQ,1.0,RISK_ON,TQQQ
2011-10-31,1.200889176804003,TQQQ,1.0,RISK_ON,TQQQ
2011-11-01,1.1078970510309367,TQQQ,1.0,RISK_ON,TQQQ
2011-11-02,1.1351912919787903,TQQQ,1.0,RISK_ON,TQQQ
2011-11-03,1.2042824327606951,TQQQ,1.0,RISK_ON,TQQQ
2011-11-04,1.1856225814855863,TQQQ,1.0,RISK_ON,TQQQ
2011-11-07,1.2119927446225456,TQQQ,1.0,RISK_ON,TQQQ
2011-11-08,1.252398202043741,TQQQ,1.0,RISK_ON,TQQQ
2011-11-09,1.1228556821595952,TQQQ,1.0,RISK_ON,TQQQ
2011-11-10,1.1182277908196,TQQQ,1.0,RISK_ON,TQQQ
2011-11-11,1.1809943196623551,TQQQ,1.0,RISK_ON,TQQQ
2011-11-14,1.160945619357041,TQQQ,1.0,RISK_ON,TQQQ
2011-11-15,1.1982686562563811,TQQQ,1.0,RISK_ON,TQQQ
2011-11-16,1.1392032549392677,TQQQ,1.0,RISK_ON,TQQQ
2011-11-17,1.0608589248600235,TQQQ,1.0,RISK_ON,TQQQ
2011-11-18,1.0608589248600235,CASH,0.0,CASH,TQQQ
2011-11-21,1.0608589248600235,CASH,0.0,CASH,TQQQ
2011-11-22,1.0608589248600235,CASH,0.0,CASH,TQQQ
2011-11-23,1.0608589248600235,CASH,0.0,CASH,TQQQ
2011-11-25,1.044746192907599,TQQQ,0.67,DEEP_DCA,TQQQ
2011-11-28,1.1170293013224553,TQQQ,0.67,DEEP_DCA,TQQQ
2011-11-29,1.1170293013224553,CASH,0.0,CASH,TQQQ
2011-11-30,1.1170293013224553,CASH,0.0,CASH,TQQQ
2011-12-01,1.1170293013224553,CASH,0.0,CASH,TQQQ
2011-12-02,1.1064004738163147,TQQQ,1.0,RISK_ON,TQQQ
2011-12-05,1.142659407709467,TQQQ,1.0,RISK_ON,TQQQ
2011-12-06,1.1339089667656532,TQQQ,1.0,RISK_ON,TQQQ
2011-12-07,1.135628153707286,TQQQ,1.0,RISK_ON,TQQQ
2011-12-08,1.0777992669610224,TQQQ,1.0,RISK_ON,TQQQ
2011-12-09,1.1289064753826101,TQQQ,1.0,RISK_ON,TQQQ
2011-12-12,1.091864215525607,TQQQ,1.0,RISK_ON,TQQQ
2011-12-13,1.0549813430247,TQQQ,1.0,RISK_ON,TQQQ
2011-12-14,1.0549813430247,CASH,0.0,CASH,TQQQ
2011-12-15,1.0549813430247,CASH,0.0,CASH,TQQQ
2011-12-16,1.0549813430247,CASH,0.0,CASH,TQQQ
2011-12-19,1.0549813430247,CASH,0.0,CASH,TQQQ
2011-12-20,1.0549813430247,CASH,0.0,CASH,TQQQ
2011-12-21,1.0549813430247,CASH,0.0,CASH,TQQQ
2011-12-22,1.0549813430247,CASH,0.0,CASH,TQQQ
2011-12-23,1.0549813430247,CASH,0.0,CASH,TQQQ
2011-12-27,1.0549813430247,CASH,0.0,CASH,TQQQ
2011-12-28,1.0211149226044667,TQQQ,1.0,RISK_ON,TQQQ
2011-12-29,1.0410091348100234,TQQQ,1.0,RISK_ON,TQQQ
2011-12-30,1.0325070961834735,TQQQ,1.0,RISK_ON,TQQQ
2012-01-03,1.091276578573181,TQQQ,1.0,RISK_ON,TQQQ
2012-01-04,1.1043362710027231,TQQQ,1.0,RISK_ON,TQQQ
2012-01-05,1.1315195735663144,TQQQ,1.0,RISK_ON,TQQQ
2012-01-06,1.143211541186874,TQQQ,1.0,RISK_ON,TQQQ
2012-01-09,1.1336451288259395,TQQQ,1.0,RISK_ON,TQQQ
2012-01-10,1.1568806719448783,TQQQ,1.0,RISK_ON,TQQQ
2012-01-11,1.1649281399894085,TQQQ,1.0,RISK_ON,TQQQ
2012-01-12,1.1787488550787368,TQQQ,1.0,RISK_ON,TQQQ
2012-01-13,1.1652312174460804,TQQQ,1.0,RISK_ON,TQQQ
2012-01-17,1.1965170559947909,TQQQ,1.0,RISK_ON,TQQQ
2012-01-18,1.2440495061698607,TQQQ,1.0,RISK_ON,TQQQ
2012-01-19,1.2689528417572615,TQQQ,1.0,RISK_ON,TQQQ
2012-01-20,1.263334280046955,TQQQ,1.0,RISK_ON,TQQQ
2012-01-23,1.263182604509656,TQQQ,1.0,RISK_ON,TQQQ
2012-01-24,1.2561965004023177,TQQQ,1.0,RISK_ON,TQQQ
2012-01-25,1.304186713368551,TQQQ,1.0,RISK_ON,TQQQ
2012-01-26,1.2903662718971491,TQQQ,1.0,RISK_ON,TQQQ
2012-01-27,1.3031225220461173,TQQQ,1.0,RISK_ON,TQQQ
2012-01-30,1.305247986099767,TQQQ,1.0,RISK_ON,TQQQ
